det(VALLEY-3, THE-1)
det(people-2, The-1)
root(ROOT-0, people-2)
nsubj(applauded-4, all-3)
dep(people-2, applauded-4)
dobj(applauded-4, him-5)
vmod(applauded-4, saying-7)
dobj(saying-7, one-8)
prep(saying-7, to-9)
pobj(to-9, another-10)
poss(King-14, Our-13)
nsubj(King-18, King-14)
cop(King-18, is-15)
det(King-18, a-16)
amod(King-18, good-17)
dep(people-2, King-18)

nsubj(destroy-3, He-1)
aux(destroy-3, will-2)
root(ROOT-0, destroy-3)
det(Dragon-7, this-4)
amod(Dragon-7, naughty-5)
nn(Dragon-7, Purple-6)
dobj(destroy-3, Dragon-7)
cc(destroy-3, and-8)
nsubj(able-12, we-9)
aux(able-12, shall-10)
cop(able-12, be-11)
conj(destroy-3, able-12)
aux(eat-14, to-13)
xcomp(able-12, eat-14)
det(caramels-16, the-15)
nsubj(ourselves-17, caramels-16)
xcomp(eat-14, ourselves-17)

cc(naughty-7, But-1)
det(Dragon-3, the-2)
nsubj(naughty-7, Dragon-3)
cop(naughty-7, was-4)
neg(naughty-7, not-5)
advmod(naughty-7, alone-6)
root(ROOT-0, naughty-7)
nsubj(big-11, it-9)
cop(big-11, was-10)
parataxis(naughty-7, big-11)
cc(big-11, and-13)
conj(big-11, fierce-14)
cc(fierce-14, and-16)
conj(fierce-14, strong-17)
cc(big-11, and-19)
aux(want-22, did-20)
neg(want-22, not-21)
conj(big-11, want-22)
aux(destroyed-25, to-23)
auxpass(destroyed-25, be-24)
xcomp(want-22, destroyed-25)
advmod(destroyed-25, at-26)
pobj(at-26, all-27)

advmod(had-4, Therefore-1)
det(King-3, the-2)
nsubj(had-4, King-3)
root(ROOT-0, had-4)
det(fight-7, a-5)
amod(fight-7, terrible-6)
dobj(had-4, fight-7)
prep(fight-7, with-8)
det(Dragon-11, the-9)
nn(Dragon-11, Purple-10)
pobj(with-8, Dragon-11)
cc(had-4, and-12)
conj(had-4, cut-13)
dobj(cut-13, it-14)
prep(cut-13, with-15)
poss(sword-17, his-16)
pobj(with-15, sword-17)
prep(cut-13, in-18)
amod(places-20, several-19)
pobj(in-18, places-20)
advmod(squirted-32, so-22)
mark(squirted-32, that-23)
det(juice-26, the-24)
amod(juice-26, raspberry-25)
nsubj(squirted-32, juice-26)
nsubj(ran-28, which-27)
rcmod(juice-26, ran-28)
prep(ran-28, in-29)
poss(veins-31, its-30)
pobj(in-29, veins-31)
advcl(had-4, squirted-32)
dobj(squirted-32, all-33)
prep(all-33, over-34)
det(ground-36, the-35)
pobj(over-34, ground-36)

nsubj(difficult-4, It-1)
cop(difficult-4, is-2)
advmod(difficult-4, always-3)
root(ROOT-0, difficult-4)
aux(kill-6, to-5)
xcomp(difficult-4, kill-6)
dobj(kill-6, Dragons-7)

nsubj(are-2, They-1)
root(ROOT-0, are-2)
prep(are-2, by-3)
pobj(by-3, nature-4)
amod(nature-4, thick-skinned-5)
cc(thick-skinned-5, and-6)
conj(thick-skinned-5, tough-7)
mark(heard-14, as-9)
advmod(heard-14, doubtless-10)
det(one-12, every-11)
nsubj(heard-14, one-12)
aux(heard-14, has-13)
advcl(are-2, heard-14)

advmod(forget-6, Besides-1)
nsubj(forget-6, you-3)
aux(forget-6, must-4)
neg(forget-6, not-5)
root(ROOT-0, forget-6)
mark(Dragon-12, that-7)
nsubj(Dragon-12, this-8)
cop(Dragon-12, was-9)
det(Dragon-12, a-10)
nn(Dragon-12, Purple-11)
ccomp(forget-6, Dragon-12)
cc(forget-6, and-14)
det(scientists-16, all-15)
nsubj(say-25, scientists-16)
nsubj(studied-19, who-17)
aux(studied-19, have-18)
rcmod(scientists-16, studied-19)
advmod(character-22, deeply-20)
det(character-22, the-21)
dobj(studied-19, character-22)
prep(character-22, of-23)
pobj(of-23, Dragons-24)
conj(forget-6, say-25)
dobj(say-25, those-26)
prep(those-26, of-27)
det(color-30, a-28)
amod(color-30, purple-29)
pobj(of-27, color-30)
prep(color-30, at-31)
det(disagreeable-34, the-32)
amod(disagreeable-34, most-33)
pobj(at-31, disagreeable-34)
aux(fight-36, to-35)
xcomp(say-25, fight-36)
prep(fight-36, with-37)

dep(cutting-6, So-1)
predet(King-4, all-2)
det(King-4, the-3)
nsubj(cutting-6, King-4)
aux(cutting-6, 's-5)
root(ROOT-0, cutting-6)
cc(cutting-6, and-7)
conj(cutting-6, slashing-8)
dep(slashing-8, had-9)
neg(effect-11, no-10)
dobj(had-9, effect-11)
prep(had-9, upon-12)
det(monster-14, the-13)
pobj(upon-12, monster-14)
amod(monster-14, other-15)
mark(make-18, than-16)
aux(make-18, to-17)
advcl(had-9, make-18)
nsubj(angry-20, him-19)
xcomp(make-18, angry-20)

nsubj(clean-25, Forgetful-1)
prep(Forgetful-1, of-2)
det(respect-4, the-3)
pobj(of-2, respect-4)
amod(respect-4, due-5)
prep(due-5, to-6)
det(King-9, a-7)
nn(King-9, crowned-8)
pobj(to-6, King-9)
det(Dragon-13, the-11)
amod(Dragon-13, wicked-12)
appos(King-9, Dragon-13)
advmod(opening-15, presently-14)
vmod(Dragon-13, opening-15)
amod(jaws-18, wide-16)
poss(jaws-18, its-17)
dobj(opening-15, jaws-18)
cc(jaws-18, and-19)
advmod(jaws-18, bit-20)
poss(head-24, his-21)
poss(head-24, Majesty-22)
possessive(Majesty-22, 's-23)
dep(jaws-18, head-24)
root(ROOT-0, clean-25)
prt(clean-25, off-26)
poss(body-28, his-27)
dobj(clean-25, body-28)

advmod(swallowed-3, Then-1)
nsubj(swallowed-3, he-2)
root(ROOT-0, swallowed-3)
dobj(swallowed-3, it-4)

prep(realized-5, Of-1)
pobj(Of-1, course-2)
det(King-4, the-3)
nsubj(realized-5, King-4)
root(ROOT-0, realized-5)
nsubj(useless-8, it-6)
cop(useless-8, was-7)
ccomp(realized-5, useless-8)
aux(continue-10, to-9)
xcomp(useless-8, continue-10)
aux(fight-12, to-11)
xcomp(continue-10, fight-12)
prep(fight-12, after-13)
pobj(after-13, that-14)
mark(see-20, for-16)
nsubj(see-20, he-17)
aux(see-20, could-18)
neg(see-20, not-19)
rcmod(that-14, see-20)
advmod(was-24, where-21)
det(Dragon-23, the-22)
nsubj(was-24, Dragon-23)
advcl(see-20, was-24)

dep(turned-3, So-1)
nsubj(turned-3, he-2)
root(ROOT-0, turned-3)
cc(turned-3, and-4)
conj(turned-3, tried-5)
aux(find-7, to-6)
xcomp(tried-5, find-7)
poss(way-9, his-8)
dobj(find-7, way-9)
prt(find-7, back-10)
prep(find-7, to-11)
poss(people-13, his-12)
pobj(to-11, people-13)

cc(bump-8, But-1)
prep(bump-8, at-2)
det(step-5, every-3)
amod(step-5, other-4)
pobj(at-2, step-5)
nsubj(bump-8, he-6)
aux(bump-8, would-7)
root(ROOT-0, bump-8)
prep(bump-8, into-9)
det(tree-11, a-10)
pobj(into-9, tree-11)
nsubj(made-14, which-13)
rcmod(tree-11, made-14)
det(laugh-18, the-15)
amod(laugh-18, naughty-16)
nn(laugh-18, Dragon-17)
dobj(made-14, laugh-18)
prep(made-14, at-19)
pobj(at-19, him-20)

advmod(tell-6, Furthermore-1)
nsubj(tell-6, he-3)
aux(tell-6, could-4)
neg(tell-6, not-5)
root(ROOT-0, tell-6)
prep(going-12, in-7)
det(direction-9, which-8)
pobj(in-7, direction-9)
nsubj(going-12, he-10)
aux(going-12, was-11)
dep(tell-6, going-12)
nsubj(feeling-18, which-14)
cop(feeling-18, is-15)
det(feeling-18, an-16)
amod(feeling-18, unpleasant-17)
dep(going-12, feeling-18)
prep(feeling-18, under-19)
det(circumstances-21, any-20)
pobj(under-19, circumstances-21)

prep(came-7, At-1)
pobj(At-1, last-2)
nsubj(came-7, some-3)
prep(some-3, of-4)
det(people-6, the-5)
pobj(of-4, people-6)
root(ROOT-0, came-7)
aux(see-9, to-8)
xcomp(came-7, see-9)
mark(succeeded-14, if-10)
det(King-12, the-11)
nsubj(succeeded-14, King-12)
aux(succeeded-14, had-13)
advcl(see-9, succeeded-14)
prep(succeeded-14, in-15)
pcomp(in-15, destroying-16)
det(Dragon-18, the-17)
dobj(destroying-16, Dragon-18)
cc(came-7, and-20)
conj(came-7, found-21)
poss(monarch-23, their-22)
dobj(found-21, monarch-23)
dep(found-21, running-24)
prt(running-24, around-25)
prep(running-24, in-26)
det(circle-28, a-27)
pobj(in-26, circle-28)
vmod(running-24, bumping-30)
prep(bumping-30, into-31)
pobj(into-31, trees-32)
cc(trees-32, and-33)
conj(trees-32, rocks-34)
cc(not-37, but-36)
cc(running-24, not-37)
conj(running-24, getting-38)
det(home-42, a-39)
nn(home-42, step-40)
nn(home-42, nearer-41)
dobj(getting-38, home-42)

advmod(took-3, SO-1)
nsubj(took-3, they-2)
root(ROOT-0, took-3)
poss(hand-5, his-4)
dobj(took-3, hand-5)
cc(took-3, and-6)
conj(took-3, led-7)
dobj(led-7, him-8)
advmod(led-7, back-9)
prep(led-7, to-10)
det(palace-12, the-11)
pobj(to-10, palace-12)
advmod(filled-18, where-14)
det(one-16, every-15)
nsubjpass(filled-18, one-16)
auxpass(filled-18, was-17)
rcmod(palace-12, filled-18)
prep(filled-18, with-19)
pobj(with-19, sorrow-20)
prep(filled-18, at-21)
det(sight-24, the-22)
amod(sight-24, sad-23)
pobj(at-21, sight-24)
prep(sight-24, of-25)
det(King-28, the-26)
amod(King-28, headless-27)
pobj(of-25, King-28)

advmod(came-15, Indeed-1)
poss(subjects-5, his-3)
amod(subjects-5, devoted-4)
nsubj(came-15, subjects-5)
prep(subjects-5, for-7)
det(time-10, the-8)
amod(time-10, first-9)
pobj(for-7, time-10)
prep(time-10, in-11)
poss(lives-13, their-12)
pobj(in-11, lives-13)
root(ROOT-0, came-15)
advmod(near-17, as-16)
advmod(came-15, near-17)
prep(near-17, to-18)
pcomp(to-18, weeping-19)
mark(can-28, as-20)
det(inhabitant-22, an-21)
nsubj(can-28, inhabitant-22)
prep(inhabitant-22, of-23)
det(Valley-25, the-24)
pobj(of-23, Valley-25)
prep(Valley-25, of-26)
pobj(of-26, Mo-27)
advcl(weeping-19, can-28)

neg(mind-3, Never-2)
ccomp(said-6, mind-3)
root(ROOT-0, said-6)
det(King-8, the-7)
nsubj(said-6, King-8)
vmod(said-6, cheerfully-10)
nsubj(get-15, I-13)
aux(get-15, can-14)
dep(cheerfully-10, get-15)
prt(get-15, along-16)
advmod(well-18, very-17)
advmod(get-15, well-18)
prep(get-15, without-19)
det(head-21, a-20)
pobj(without-19, head-21)
cc(get-15, and-23)
prep(has-33, as-25)
det(matter-27, a-26)
pobj(as-25, matter-27)
prep(matter-27, of-28)
pobj(of-28, fact-29)
det(loss-32, the-31)
nsubj(has-33, loss-32)
conj(get-15, has-33)
poss(advantages-35, its-34)
dobj(has-33, advantages-35)

nsubjpass(obliged-5, I-1)
aux(obliged-5, shall-2)
neg(obliged-5, not-3)
auxpass(obliged-5, be-4)
root(ROOT-0, obliged-5)
aux(brush-7, to-6)
xcomp(obliged-5, brush-7)
poss(hair-9, my-8)
dobj(brush-7, hair-9)
cc(brush-7, or-11)
conj(brush-7, clean-12)
poss(teeth-14, my-13)
dobj(clean-12, teeth-14)
cc(brush-7, or-16)
conj(brush-7, wash-17)
poss(ears-19, my-18)
dobj(wash-17, ears-19)

advmod(grieve-4, So-1)
aux(grieve-4, do-2)
neg(grieve-4, not-3)
ccomp(beg-7, grieve-4)
nsubj(beg-7, I-6)
root(ROOT-0, beg-7)
prep(beg-7, of-8)
pobj(of-8, you-9)
cc(beg-7, but-11)
cop(happy-13, be-12)
conj(beg-7, happy-13)
cc(happy-13, and-14)
conj(happy-13, joyful-15)
mark(were-18, as-16)
nsubj(were-18, you-17)
advcl(happy-13, were-18)
advmod(were-18, before-19)

nsubj(showed-2, Which-1)
root(ROOT-0, showed-2)
det(King-4, the-3)
nsubj(had-5, King-4)
ccomp(showed-2, had-5)
det(heart-8, a-6)
amod(heart-8, good-7)
dobj(had-5, heart-8)
cc(showed-2, and-10)
prep(better-19, after-12)
pobj(after-12, all-13)
det(heart-17, a-15)
amod(heart-17, good-16)
nsubj(better-19, heart-17)
cop(better-19, is-18)
conj(showed-2, better-19)
prep(better-19, than-20)
det(head-22, a-21)
pobj(than-20, head-22)
nsubj(say-25, any-24)
conj(showed-2, say-25)

det(people-2, The-1)
nsubj(began-20, people-2)
vmod(people-2, hearing-4)
nsubj(speak-6, him-5)
ccomp(hearing-4, speak-6)
prt(speak-6, out-7)
prep(speak-6, of-8)
poss(neck-10, his-9)
pobj(of-8, neck-10)
mark(had-14, for-12)
nsubj(had-14, he-13)
parataxis(speak-6, had-14)
neg(mouth-16, no-15)
dobj(had-14, mouth-16)
advmod(began-20, immediately-19)
root(ROOT-0, began-20)
aux(laugh-22, to-21)
xcomp(began-20, laugh-22)
nsubj(led-29, which-24)
prep(led-29, in-25)
det(time-28, a-26)
amod(time-28, short-27)
pobj(in-25, time-28)
ccomp(laugh-22, led-29)
prep(led-29, to-30)
pobj(to-30, their-31)
cop(happy-34, being-32)
advmod(happy-34, as-33)
xcomp(led-29, happy-34)
prep(happy-34, as-35)
pcomp(as-35, ever-36)

cc(contented-6, But-1)
det(Queen-3, the-2)
nsubj(contented-6, Queen-3)
cop(contented-6, was-4)
neg(contented-6, not-5)
root(ROOT-0, contented-6)

poss(love-3, My-2)
nsubj(kiss-15, love-3)
nsubj(said-7, she-6)
parataxis(kiss-15, said-7)
prep(said-7, to-8)
pobj(to-8, him-9)
nsubj(kiss-15, I-12)
aux(kiss-15, can-13)
neg(kiss-15, not-14)
root(ROOT-0, kiss-15)
dobj(kiss-15, you-16)
dep(more-18, any-17)
advmod(kiss-15, more-18)
cc(kiss-15, and-20)
nsubj(break-23, that-21)
aux(break-23, will-22)
conj(kiss-15, break-23)
poss(heart-25, my-24)
dobj(break-23, heart-25)

nn(King-3, Thereupon-1)
det(King-3, the-2)
nsubj(sent-4, King-3)
root(ROOT-0, sent-4)
dobj(sent-4, word-5)
prep(sent-4, throughout-6)
det(Valley-8, the-7)
pobj(throughout-6, Valley-8)
mark(wed-21, that-9)
det(one-11, any-10)
nsubj(wed-21, one-11)
nsubj(procure-14, who-12)
aux(procure-14, could-13)
rcmod(one-11, procure-14)
prep(procure-14, for-15)
pobj(for-15, him-16)
det(head-19, a-17)
amod(head-19, new-18)
dobj(procure-14, head-19)
aux(wed-21, should-20)
ccomp(sent-4, wed-21)
dobj(wed-21, one-22)
prep(one-22, of-23)
det(princesses-25, the-24)
pobj(of-23, princesses-25)

det(princesses-2, The-1)
nsubj(girls-7, princesses-2)
cop(girls-7, were-3)
advmod(girls-7, all-4)
advmod(pretty-6, exceedingly-5)
amod(girls-7, pretty-6)
root(ROOT-0, girls-7)
cc(girls-7, and-9)
conj(girls-7, so-10)
nsubj(long-14, it-11)
cop(long-14, was-12)
neg(long-14, not-13)
ccomp(girls-7, long-14)
mark(made-18, before-15)
num(man-17, one-16)
nsubj(made-18, man-17)
advcl(long-14, made-18)
det(head-22, a-19)
advmod(nice-21, very-20)
amod(head-22, nice-21)
dobj(made-18, head-22)
advmod(of-24, out-23)
prep(head-22, of-24)
pobj(of-24, candy-25)
cc(made-18, and-26)
conj(made-18, brought-27)
dobj(brought-27, it-28)
prep(brought-27, to-29)
det(King-31, the-30)
pobj(to-29, King-31)

nsubj(look-4, It-1)
aux(look-4, did-2)
neg(look-4, not-3)
root(ROOT-0, look-4)
advmod(look-4, exactly-5)
prep(look-4, like-6)
det(head-9, the-7)
amod(head-9, old-8)
pobj(like-6, head-9)
cc(look-4, but-11)
det(efface-13, the-12)
nsubj(sweet-16, efface-13)
cop(sweet-16, was-14)
advmod(sweet-16, very-15)
conj(look-4, sweet-16)
advmod(sweet-16, nevertheless-18)
advmod(sweet-16, so-20)
det(King-22, the-21)
nsubj(put-23, King-22)
parataxis(sweet-16, put-23)
dobj(put-23, it-24)
prep(put-23, on-25)
cc(put-23, and-26)
det(Queen-28, the-27)
nsubj(kissed-29, Queen-28)
conj(put-23, kissed-29)
dobj(kissed-29, it-30)
prep(kissed-29, at-31)
pobj(at-31, once-32)
prep(kissed-29, with-33)
amod(satisfaction-35, much-34)
pobj(with-33, satisfaction-35)

det(man-3, The-1)
amod(man-3, young-2)
nsubj(put-5, man-3)
aux(put-5, had-4)
root(ROOT-0, put-5)
det(pair-7, a-6)
dobj(put-5, pair-7)
prep(pair-7, of-8)
nn(eyes-10, glass-9)
pobj(of-8, eyes-10)
prep(put-5, in-11)
det(head-13, the-12)
pobj(in-11, head-13)
prep(see-20, with-15)
pobj(with-15, which-16)
det(King-18, the-17)
nsubj(see-20, King-18)
aux(see-20, could-19)
rcmod(head-13, see-20)
advmod(well-22, very-21)
advmod(see-20, well-22)
mark(used-26, after-23)
nsubjpass(used-26, he-24)
auxpass(used-26, got-25)
dep(well-22, used-26)
prep(used-26, to-27)
pobj(to-27, them-28)

prep(called-12, According-1)
pcomp(According-1, to-2)
det(promise-5, the-3)
amod(promise-5, royal-4)
pobj(to-2, promise-5)
det(man-9, the-7)
amod(man-9, young-8)
nsubjpass(called-12, man-9)
auxpass(called-12, was-10)
advmod(called-12, now-11)
root(ROOT-0, called-12)
prep(called-12, into-13)
det(palace-15, the-14)
pobj(into-13, palace-15)
cc(called-12, and-16)
conj(called-12, asked-17)
aux(take-19, to-18)
xcomp(asked-17, take-19)
poss(pick-21, his-20)
dobj(take-19, pick-21)
prep(pick-21, of-22)
det(princesses-24, the-23)
pobj(of-22, princesses-24)

expl(were-2, There-1)
root(ROOT-0, were-2)
advmod(were-2, all-3)
advmod(sweet-5, so-4)
acomp(were-2, sweet-5)
cc(sweet-5, and-6)
conj(sweet-5, lady-like-7)
mark(had-10, that-8)
nsubj(had-10, he-9)
ccomp(sweet-5, had-10)
det(trouble-12, some-11)
dobj(had-10, trouble-12)
prep(trouble-12, in-13)
pcomp(in-13, making-14)
det(choice-16, a-15)
dobj(making-14, choice-16)
cc(took-22, but-18)
advmod(took-22, at-19)
advmod(at-19, last-20)
nsubj(took-22, he-21)
parataxis(were-2, took-22)
det(biggest-24, the-23)
dobj(took-22, biggest-24)
vmod(took-22, thinking-26)
mark(secure-31, that-27)
nsubj(secure-31, he-28)
aux(secure-31, would-29)
advmod(secure-31, thus-30)
ccomp(thinking-26, secure-31)
det(reward-34, the-32)
amod(reward-34, greatest-33)
dobj(secure-31, reward-34)
cc(took-22, and-36)
nsubjpass(married-39, they-37)
auxpass(married-39, were-38)
conj(took-22, married-39)
prep(married-39, amid-40)
amod(rejoicing-42, great-41)
pobj(amid-40, rejoicing-42)

cc(caught-11, But-1)
det(days-5, a-3)
amod(days-5, few-4)
npadvmod(afterward-6, days-5)
advmod(caught-11, afterward-6)
det(King-9, the-8)
nsubjpass(caught-11, King-9)
auxpass(caught-11, was-10)
root(ROOT-0, caught-11)
prt(caught-11, out-12)
prep(caught-11, in-13)
det(rainstorm-15, a-14)
pobj(in-13, rainstorm-15)
cc(caught-11, and-17)
mark(get-21, before-18)
nsubj(get-21, he-19)
aux(get-21, could-20)
advcl(melted-27, get-21)
dobj(get-21, home-22)
poss(head-25, his-23)
amod(head-25, new-24)
nsubj(melted-27, head-25)
aux(melted-27, had-26)
conj(caught-11, melted-27)
prep(melted-27, in-28)
det(shower-31, the-29)
amod(shower-31, great-30)
pobj(in-28, shower-31)
prep(shower-31, of-32)
pobj(of-32, lemonade-33)
nsubj(fell-35, that-34)
rcmod(shower-31, fell-35)

advmod(eyes-4, Only-1)
det(eyes-4, the-2)
nn(eyes-4, glass-3)
nsubjpass(left-6, eyes-4)
auxpass(left-6, were-5)
root(ROOT-0, left-6)
cc(left-6, and-8)
det(he-10, these-9)
nsubj(put-11, he-10)
conj(left-6, put-11)
prep(put-11, in-12)
poss(pocket-14, his-13)
pobj(in-12, pocket-14)
cc(put-11, and-15)
conj(put-11, went-16)
advmod(went-16, sorrowfully-17)
aux(tell-19, to-18)
xcomp(went-16, tell-19)
det(Queen-21, the-20)
dobj(tell-19, Queen-21)
prep(Queen-21, of-22)
poss(misfortune-25, his-23)
amod(misfortune-25, new-24)
pobj(of-22, misfortune-25)

advmod(made-11, Then-1)
det(man-4, another-2)
amod(man-4, young-3)
nsubj(made-11, man-4)
nsubj(wanted-6, who-5)
rcmod(man-4, wanted-6)
aux(marry-8, to-7)
xcomp(wanted-6, marry-8)
det(princess-10, a-9)
dobj(marry-8, princess-10)
root(ROOT-0, made-11)
det(King-13, the-12)
dobj(made-11, King-13)
det(head-15, a-14)
npadvmod(out-16, head-15)
advmod(of-17, out-16)
prep(King-13, of-17)
pobj(of-17, dough-18)
vmod(made-11, sticking-20)
prep(sticking-20, in-21)
pobj(in-21, it-22)
det(eyes-25, the-23)
nn(eyes-25, glass-24)
dobj(sticking-20, eyes-25)
cc(made-11, and-27)
det(King-29, the-28)
nsubj(tried-30, King-29)
conj(made-11, tried-30)
dobj(tried-30, it-31)
prep(tried-30, on-32)
cc(tried-30, and-33)
conj(tried-30, found-34)
mark(fitted-37, that-35)
nsubj(fitted-37, it-36)
ccomp(found-34, fitted-37)
advmod(well-39, very-38)
advmod(fitted-37, well-39)

dep(given-6, So-1)
det(man-4, the-2)
amod(man-4, young-3)
nsubjpass(given-6, man-4)
auxpass(given-6, was-5)
root(ROOT-0, given-6)
det(princess-10, the-7)
amod(princess-10, next-8)
amod(princess-10, biggest-9)
dobj(given-6, princess-10)

cc(chance-7, But-1)
det(day-4, the-2)
amod(day-4, following-3)
tmod(chance-7, day-4)
det(sun-6, the-5)
nsubj(chance-7, sun-6)
root(ROOT-0, chance-7)
aux(shine-9, to-8)
xcomp(chance-7, shine-9)
advmod(hot-11, extremely-10)
acomp(shine-9, hot-11)
cc(chance-7, and-13)
advmod(walked-17, when-14)
det(King-16, the-15)
nsubj(walked-17, King-16)
advcl(baked-20, walked-17)
prt(walked-17, out-18)
nsubj(baked-20, it-19)
conj(chance-7, baked-20)
poss(head-23, his-21)
amod(head-23, dough-22)
dobj(baked-20, head-23)
prep(baked-20, into-24)
pobj(into-24, bread-25)
prep(felt-31, at-27)
pobj(at-27, which-28)
det(monarch-30, the-29)
nsubj(felt-31, monarch-30)
rcmod(bread-25, felt-31)
advmod(light-headed-33, very-32)
acomp(felt-31, light-headed-33)

cc(flew-9, And-1)
advmod(saw-5, when-2)
det(birds-4, the-3)
nsubj(saw-5, birds-4)
advcl(flew-9, saw-5)
det(bread-7, the-6)
dobj(saw-5, bread-7)
nsubj(flew-9, they-8)
root(ROOT-0, flew-9)
prt(flew-9, down-10)
prep(flew-9, from-11)
det(trees-13, the-12)
pobj(from-11, trees-13)
vmod(trees-13, perched-15)
prep(perched-15, upon-16)
det(King-18, the-17)
poss(shoulder-20, King-18)
possessive(King-18, 's-19)
pobj(upon-16, shoulder-20)
cc(flew-9, and-21)
advmod(ate-23, quickly-22)
conj(flew-9, ate-23)
prt(ate-23, up-24)
poss(head-27, his-25)
amod(head-27, new-26)
dobj(ate-23, head-27)

dep(but-2, All-1)
advmod(eyes-5, but-2)
det(glass-4, the-3)
nsubj(eyes-5, glass-4)
root(ROOT-0, eyes-5)

advmod(forced-6, Again-1)
det(King-4, the-2)
amod(King-4, good-3)
nsubjpass(forced-6, King-4)
auxpass(forced-6, was-5)
root(ROOT-0, forced-6)
aux(go-8, to-7)
xcomp(forced-6, go-8)
dobj(go-8, home-9)
prep(go-8, to-10)
det(Queen-12, the-11)
pobj(to-10, Queen-12)
prep(go-8, without-13)
det(head-15, a-14)
pobj(without-13, head-15)
cc(forced-6, and-17)
det(lady-19, the-18)
nsubj(declared-21, lady-19)
advmod(declared-21, firmly-20)
conj(forced-6, declared-21)
mark(have-28, that-22)
det(time-24, this-23)
tmod(have-28, time-24)
poss(husband-26, her-25)
nsubj(have-28, husband-26)
aux(have-28, must-27)
ccomp(declared-21, have-28)
det(head-30, a-29)
dobj(have-28, head-30)
vmod(head-30, warranted-31)
aux(last-33, to-32)
xcomp(warranted-31, last-33)
advmod(last-33, at-34)
pobj(at-34, least-35)
advmod(at-34, as-36)
advmod(at-34, long-37)
prep(last-33, as-38)
det(honeymoon-40, the-39)
pobj(as-38, honeymoon-40)
prep(honeymoon-40, of-41)
det(man-44, the-42)
amod(man-44, young-43)
pobj(of-41, man-44)
nsubj(made-46, who-45)
rcmod(man-44, made-46)
dobj(made-46, it-47)
nsubj(unreasonable-54, which-49)
cop(unreasonable-54, was-50)
neg(unreasonable-54, not-51)
advmod(unreasonable-54, at-52)
pobj(at-52, all-53)
rcmod(head-30, unreasonable-54)
prep(unreasonable-54, under-55)
det(circumstances-57, the-56)
pobj(under-55, circumstances-57)

dep(sent-5, So-1)
det(request-3, a-2)
nsubjpass(sent-5, request-3)
auxpass(sent-5, was-4)
root(ROOT-0, sent-5)
prep(sent-5, to-6)
det(subjects-9, all-7)
amod(subjects-9, loyal-8)
pobj(to-6, subjects-9)
prep(sent-5, throughout-10)
det(Valley-12, the-11)
nsubj(asking-13, Valley-12)
pcomp(throughout-10, asking-13)
dobj(asking-13, them-14)
aux(find-16, to-15)
xcomp(asking-13, find-16)
det(head-18, a-17)
dobj(find-16, head-18)
prep(head-18, for-19)
poss(King-21, their-20)
pobj(for-19, King-21)
nsubj(neat-24, that-22)
cop(neat-24, was-23)
rcmod(head-18, neat-24)
cc(neat-24, and-25)
conj(neat-24, substantial-26)

prep(had-6, In-1)
det(meantime-3, the-2)
pobj(In-1, meantime-3)
det(King-5, the-4)
nsubj(had-6, King-5)
root(ROOT-0, had-6)
det(time-10, a-7)
advmod(hard-9, rather-8)
amod(time-10, hard-9)
dobj(had-6, time-10)
prep(time-10, of-11)
pobj(of-11, it-12)

advmod(wished-3, When-1)
nsubj(wished-3, he-2)
advcl(eyes-27, wished-3)
aux(go-5, to-4)
